id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
616046,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
607109,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
599326,Landing Page Submission,Google,No,No,1,6.0,317,2.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,,,Yes
636575,Landing Page Submission,Google,No,No,0,9.0,351,9.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,14.0,17.0,No
581159,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,16.0,15.0,No
591116,Landing Page Submission,Google,No,No,0,3.0,270,1.5,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
640057,Landing Page Submission,Google,No,No,1,10.0,147,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
600743,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
629261,Landing Page Submission,Google,No,No,0,5.0,233,5.0,Email Link Clicked,Finance Management,,No,No,No,No,No,No,,,No
626450,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
658826,Landing Page Submission,Direct Traffic,No,No,1,3.0,1528,1.5,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
604404,Landing Page Submission,Organic Search,Yes,No,0,8.0,27,8.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
628500,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,,,No
612428,Landing Page Submission,Direct Traffic,No,No,1,6.0,548,2.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
599679,Landing Page Submission,Organic Search,No,No,1,5.0,660,5.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,,,Yes
596254,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
586397,Landing Page Submission,Direct Traffic,No,No,0,5.0,947,5.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,No
586701,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
628062,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
632869,Landing Page Submission,Organic Search,No,No,0,7.0,481,2.33,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
592690,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
586799,Landing Page Submission,Organic Search,No,No,1,4.0,1544,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
620905,API,Google,No,No,0,2.0,115,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
598810,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
637039,Landing Page Submission,Google,No,No,1,2.0,240,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,14.0,20.0,No
645458,Landing Page Submission,Direct Traffic,No,No,1,2.0,816,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,14.0,13.0,Yes
654183,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
611906,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
607689,Landing Page Submission,Google,No,No,0,2.0,1371,2.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
640952,API,Google,No,No,0,2.0,81,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
587795,API,Organic Search,No,No,0,6.0,122,2.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
589847,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,340,1.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
606298,API,Google,No,No,0,2.0,289,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
596628,Landing Page Submission,Direct Traffic,No,No,0,2.0,32,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
617817,Landing Page Submission,Direct Traffic,No,No,0,3.0,341,1.5,Chat Conversation,Finance Management,,No,No,No,No,No,No,14.0,18.0,Yes
625220,Landing Page Submission,Google,No,No,0,6.0,37,6.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,No
660312,Landing Page Submission,Google,No,No,0,4.0,1622,4.0,Unreachable,Operations Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
585688,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
581639,Landing Page Submission,Direct Traffic,No,No,1,2.0,1846,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
598955,Landing Page Submission,Direct Traffic,No,No,1,3.0,1292,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
597301,API,Google,No,No,0,2.0,334,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
634051,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
633882,Landing Page Submission,Google,No,No,1,5.0,23,5.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,19.0,No
639704,Landing Page Submission,Google,No,No,0,4.0,329,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,19.0,No
644380,API,Chat,No,No,1,6.0,983,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
579926,Landing Page Submission,Direct Traffic,No,No,0,3.0,50,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
600505,Landing Page Submission,Google,No,No,1,5.0,639,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
624337,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
629664,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
587487,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
580017,API,Google,No,No,0,4.0,952,2.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
590238,Landing Page Submission,Google,No,No,1,4.0,635,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
611181,Landing Page Submission,Google,No,No,0,4.0,1195,1.33,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
596573,API,Organic Search,No,No,1,3.0,1584,1.5,Email Link Clicked,Finance Management,Working Professional,No,No,No,No,No,No,,,No
584056,Landing Page Submission,Organic Search,No,No,0,6.0,136,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
586315,Landing Page Submission,Direct Traffic,No,No,1,2.0,1099,2.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
606788,Landing Page Submission,Google,No,No,1,3.0,282,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
643163,Landing Page Submission,Google,No,No,0,5.0,282,1.67,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,11.0,17.0,No
609431,Landing Page Submission,Direct Traffic,No,No,0,10.0,360,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
589730,Landing Page Submission,Google,No,No,1,4.0,1343,4.0,Email Link Clicked,Operations Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
642785,Landing Page Submission,Google,Yes,No,0,7.0,1115,7.0,SMS Sent,Business Administration,,No,No,No,No,No,No,14.0,18.0,Yes
629916,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
639242,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653724,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653231,API,Referral Sites,No,No,0,7.0,1,7.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
582882,API,Chat,No,No,0,3.0,16,1.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
624344,API,Google,No,No,0,3.0,793,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
599500,Landing Page Submission,Organic Search,No,No,1,4.0,1199,2.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
595730,Landing Page Submission,Direct Traffic,No,No,0,2.0,24,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
654095,API,Google,No,No,0,2.0,293,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
579799,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,1679,6.0,Page Visited on Website,Business Administration,Other,No,No,No,No,No,No,16.0,18.0,Yes
597233,API,Chat,No,No,1,4.0,338,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
620751,Landing Page Submission,Direct Traffic,No,No,0,8.0,362,2.67,Email Opened,Marketing Management,Other,No,No,No,No,No,No,,,No
597477,Landing Page Submission,Google,No,No,1,11.0,332,2.75,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
638505,API,Google,No,No,1,3.0,739,3.0,Email Opened,Business Administration,Student,No,No,No,No,No,No,15.0,18.0,No
588834,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,14.0,15.0,No
607638,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,289,2.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,No
583729,Landing Page Submission,Direct Traffic,No,No,1,3.0,1128,3.0,Email Opened,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,Yes
588546,Landing Page Submission,Direct Traffic,No,No,0,4.0,241,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,10.0,18.0,Yes
628025,API,Google,No,No,1,2.0,1486,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
636261,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,15.0,19.0,No
627113,Landing Page Submission,Organic Search,No,No,1,5.0,1366,2.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,19.0,Yes
632908,API,Google,No,No,0,4.0,105,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
634153,API,Google,No,No,1,2.0,673,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
623161,Landing Page Submission,Google,No,No,1,5.0,987,2.5,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
616684,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
655024,Landing Page Submission,Organic Search,No,No,0,4.0,92,2.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
621219,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
633046,API,Google,No,No,0,3.0,28,1.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
621464,Landing Page Submission,Google,No,No,0,3.0,105,3.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
649774,Landing Page Submission,Google,Yes,No,0,5.0,129,1.67,Chat Conversation,Finance Management,,No,No,No,No,No,No,14.0,16.0,No
592991,Landing Page Submission,Google,No,No,0,4.0,370,4.0,Converted to Lead,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,15.0,No
650511,API,Google,No,No,1,11.0,1551,2.75,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
614777,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
605654,API,Chat,No,No,1,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
591215,Landing Page Submission,Google,No,No,1,9.0,1638,9.0,Email Opened,Business Administration,Working Professional,No,No,No,No,No,No,15.0,18.0,No
600123,Landing Page Submission,Organic Search,Yes,No,0,2.0,239,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
619649,Landing Page Submission,Google,No,No,1,4.0,765,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
597187,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
579884,Landing Page Submission,Organic Search,No,No,1,8.0,1372,4.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
583559,API,Google,No,No,0,7.0,1206,1.75,Chat Conversation,,,No,No,No,No,No,No,14.0,15.0,No
581456,Landing Page Submission,Organic Search,No,No,1,11.0,1116,3.67,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
599156,API,Google,No,No,0,3.0,45,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
654471,API,Chat,No,No,1,5.0,1387,1.67,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,17.0,Yes
630863,Landing Page Submission,Direct Traffic,No,No,0,4.0,488,4.0,Email Opened,Media and Advertising,,No,No,No,No,No,No,,,Yes
627553,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
619506,API,Chat,Yes,No,0,0.0,0,0.0,Email Bounced,,,No,No,No,No,No,No,,,No
603283,Landing Page Submission,Direct Traffic,No,No,0,9.0,223,9.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
598074,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Student,No,No,No,No,No,No,,,No
607089,Landing Page Submission,Direct Traffic,No,No,1,2.0,1726,2.0,SMS Sent,Hospitality Management,,No,No,No,No,No,No,,,Yes
641763,Landing Page Submission,Organic Search,No,No,0,5.0,29,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
601365,API,Chat,No,No,0,3.0,1031,1.5,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,,,No
623064,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
583653,Landing Page Submission,Direct Traffic,No,No,1,1.0,216,1.0,Converted to Lead,E-COMMERCE,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
632323,Landing Page Submission,Organic Search,No,No,1,7.0,1074,3.5,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
647299,Landing Page Submission,Direct Traffic,No,No,1,2.0,277,2.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
625984,API,Google,No,No,1,6.0,1292,6.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
601981,Landing Page Submission,Organic Search,No,No,0,2.0,61,2.0,Converted to Lead,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
601133,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,560,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
609195,Landing Page Submission,Direct Traffic,No,No,1,7.0,1123,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
631699,Landing Page Submission,Organic Search,No,No,0,4.0,639,4.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,No
608638,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,330,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
592563,Landing Page Submission,Direct Traffic,No,No,0,2.0,339,2.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,16.0,17.0,Yes
587535,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
596616,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
608529,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,583,5.0,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,,,Yes
639017,API,Google,No,No,0,2.0,1161,2.0,Page Visited on Website,,,No,No,No,No,No,No,13.0,15.0,No
596416,Landing Page Submission,Direct Traffic,No,No,0,7.0,1591,7.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
637705,API,Google,No,No,0,3.0,52,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
639866,Landing Page Submission,Direct Traffic,No,No,1,9.0,382,4.5,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,17.0,Yes
622275,API,Google,No,No,0,4.0,127,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
585892,Landing Page Submission,Direct Traffic,No,No,1,2.0,766,2.0,Had a Phone Conversation,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,15.0,Yes
615524,Lead Add Form,Reference,No,No,1,4.0,1144,1.33,Page Visited on Website,Finance Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No
649677,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Link Clicked,Hospitality Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
581286,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,463,1.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,18.0,No
617213,Landing Page Submission,Direct Traffic,No,No,0,2.0,348,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
593125,API,Google,No,No,0,6.0,1270,3.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
588029,Lead Add Form,Reference,No,No,0,0.0,0,0.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
616325,Landing Page Submission,Google,No,No,1,2.0,1495,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
648538,API,Referral Sites,No,No,0,6.0,462,6.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,12.0,13.0,No
657741,API,Organic Search,No,No,1,2.0,631,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
643324,Landing Page Submission,Google,No,No,1,3.0,1499,3.0,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
598778,Landing Page Submission,Direct Traffic,No,No,0,5.0,166,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
611283,Landing Page Submission,Google,No,No,1,6.0,1202,3.0,Page Visited on Website,Retail Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
632773,Landing Page Submission,Referral Sites,No,No,0,3.0,132,3.0,Email Opened,Travel and Tourism,,No,No,No,No,No,No,,,Yes
590799,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,16.0,15.0,No
589885,Landing Page Submission,Direct Traffic,No,No,0,2.0,949,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
647709,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
603216,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1256,1.0,Email Bounced,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
589518,Landing Page Submission,Direct Traffic,No,No,1,8.0,642,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
621103,API,Google,Yes,No,0,1.0,1238,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
613129,Landing Page Submission,Direct Traffic,No,No,1,4.0,1192,4.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
580082,API,Direct Traffic,No,No,0,6.0,120,6.0,Email Opened,"Banking, Investment And Insurance",,No,No,No,No,No,No,14.0,14.0,Yes
580072,Landing Page Submission,Google,No,No,0,5.0,180,5.0,Chat Conversation,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,No
655165,Landing Page Submission,Direct Traffic,No,No,1,5.0,1491,2.5,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
594671,Landing Page Submission,Direct Traffic,No,No,0,1.0,290,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
587883,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
626478,Landing Page Submission,Direct Traffic,No,No,0,1.0,86,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
646330,API,Organic Search,No,No,1,3.0,1557,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,15.0,No
623733,Landing Page Submission,Organic Search,No,No,0,5.0,227,5.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
598484,Landing Page Submission,Direct Traffic,No,No,0,2.0,1047,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
641108,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
627702,API,Chat,No,No,0,18.0,241,2.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
634799,Landing Page Submission,Direct Traffic,No,No,0,8.0,305,4.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
587404,Landing Page Submission,Google,No,No,1,3.0,1029,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
635448,Landing Page Submission,Direct Traffic,No,No,1,7.0,243,2.33,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
642070,API,Google,No,No,0,4.0,1732,4.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
640135,Landing Page Submission,Google,No,No,1,4.0,1046,4.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
633605,Landing Page Submission,Google,No,No,0,2.0,389,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
630422,Landing Page Submission,Google,No,No,0,10.0,524,1.67,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,17.0,18.0,Yes
645252,Landing Page Submission,Direct Traffic,No,No,0,3.0,42,1.5,Email Opened,Marketing Management,,No,No,No,No,No,No,14.0,18.0,Yes
600775,API,Google,No,No,1,5.0,1288,1.25,Page Visited on Website,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
617008,Landing Page Submission,Google,No,No,1,9.0,1066,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
591462,API,Google,No,No,1,2.0,1090,1.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
586802,Landing Page Submission,Direct Traffic,No,No,1,3.0,1102,3.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
588369,Landing Page Submission,Organic Search,No,No,0,7.0,96,7.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
654218,Landing Page Submission,Google,No,No,0,7.0,305,2.33,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
587781,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
615353,Landing Page Submission,Direct Traffic,No,No,0,3.0,9,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
639333,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Healthcare Management,Student,No,No,No,No,No,No,15.0,16.0,No
640751,API,Google,No,No,1,2.0,1043,2.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
589573,Landing Page Submission,Direct Traffic,No,No,0,2.0,1766,2.0,Email Opened,E-Business,,No,No,No,No,No,No,13.0,18.0,Yes
590001,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
616397,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
604403,Landing Page Submission,Google,No,No,0,6.0,46,2.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
642177,Landing Page Submission,Google,No,No,1,4.0,1506,4.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,17.0,No
608175,Landing Page Submission,Organic Search,No,No,0,3.0,215,3.0,Converted to Lead,Travel and Tourism,,No,No,No,No,No,No,,,Yes
603161,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
642967,Landing Page Submission,Organic Search,No,No,0,3.0,155,3.0,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
590588,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
599633,Landing Page Submission,Google,No,No,0,5.0,446,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
628524,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
589866,Landing Page Submission,Google,No,No,0,3.0,260,3.0,Form Submitted on Website,Business Administration,Unemployed,No,No,No,No,No,No,9.0,17.0,No
647142,Landing Page Submission,Direct Traffic,No,No,1,2.0,1266,2.0,Converted to Lead,Hospitality Management,Working Professional,No,No,No,No,No,No,15.0,17.0,Yes
589123,Landing Page Submission,Organic Search,No,No,1,12.0,796,6.0,Email Opened,Rural and Agribusiness,Student,No,No,No,No,No,No,16.0,14.0,No
614911,Landing Page Submission,Google,No,No,1,7.0,894,3.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
652695,API,Referral Sites,No,No,0,3.0,303,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
628225,API,Organic Search,No,No,0,6.0,211,6.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
651100,Landing Page Submission,Google,No,No,1,4.0,638,4.0,SMS Sent,IT Projects Management,Working Professional,No,No,No,No,No,No,14.0,15.0,No
594630,Landing Page Submission,Organic Search,No,No,0,28.0,340,4.0,Email Link Clicked,International Business,Unemployed,No,No,No,No,No,No,,,Yes
601994,Landing Page Submission,Direct Traffic,No,No,1,2.0,982,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
581016,Landing Page Submission,Organic Search,No,No,1,3.0,1230,3.0,Email Link Clicked,Operations Management,Working Professional,No,No,No,No,No,No,14.0,20.0,Yes
629531,Landing Page Submission,Google,No,No,0,6.0,268,6.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
